154	92	102	0.0123000D-0	0.0559000D-0	0.0146400D-0
155	101	102	0.0246000D-0	0.1120000D-0	0.0294000D-0
156	100	103	0.0160000D-0	0.0525000D-0	0.0536000D-0
157	100	104	0.0451000D-0	0.2040000D-0	0.0541000D-0
158	103	104	0.0466000D-0	0.1584000D-0	0.0407000D-0
159	103	105	0.0535000D-0	0.1625000D-0	0.0408000D-0
160	100	106	0.0605000D-0	0.2290000D-0	0.0620000D-0
161	104	105	0.0099400D-0	0.0378000D-0	0.0098600D-0
162	105	106	0.0140000D-0	0.0547000D-0	0.0143400D-0
163	105	107	0.0530000D-0	0.1830000D-0	0.0472000D-0
164	105	108	0.0261000D-0	0.0703000D-0	0.0184400D-0
165	106	107	0.0530000D-0	0.1830000D-0	0.0472000D-0
166	108	109	0.0105000D-0	0.0288000D-0	0.0076000D-0
167	103	110	0.0390600D-0	0.1813000D-0	0.0461000D-0
168	109	110	0.0278000D-0	0.0762000D-0	0.0202000D-0
169	110	111	0.0220000D-0	0.0755000D-0	0.0200000D-0
170	110	112	0.0247000D-0	0.0640000D-0	0.0620000D-0
171	17	113	0.0091300D-0	0.0301000D-0	0.0076800D-0
172	32	113	0.0615000D-0	0.2030000D-0	0.0518000D-0
173	32	114	0.0135000D-0	0.0612000D-0	0.0162800D-0
174	27	115	0.0164000D-0	0.0741000D-0	0.0197200D-0
175	114	115	0.0023000D-0	0.0104000D-0	0.0027600D-0
176	68	116	0.0003400D-0	0.0040500D-0	0.1640000D-0
177	12	117	0.0329000D-0	0.1400000D-0	0.0358000D-0
178	75	118	0.0145000D-0	0.0481000D-0	0.0119800D-0
179	76	118	0.0164000D-0	0.0544000D-0	0.0135600D-0

